addressLocality,addressRegion,latitude,longitude,postalCode,streetAddress,Store
Espanola,NM,36.001331,-106.061658,87532-2889,745 N Riverside Dr  Ste G,Family Dollar
Estancia,NM,34.766243,-106.05586,87016,701 North 5th St.,Family Dollar
Eunice,NM,32.436924,-103.15907,88231,914 Main St,Family Dollar
Farmington,NM,36.738974,-108.181053,87401-7412,909a Farmington Ave,Family Dollar
Farmington,NM,36.729448,-108.213976,87401-8429,660 W Main St,Family Dollar
Fort Sumner,NM,34.470883,-104.24369,88119,119 S. 6th Street,Family Dollar
Gallup,NM,35.506824,-108.82111,87301,3185 W Historic Highway 66,Family Dollar
Gallup,NM,35.528835,-108.69415,87301-4667,2800 E Historic Highway 66,Family Dollar
Gallup,NM,35.53305,-108.757393,87301,706 N Hwy 491,Family Dollar
Gallup,NM,35.503921,-108.738309,87301-5803,2041 S 2nd St,Family Dollar
Grants,NM,35.161644,-107.833483,87020-2100,698 E Roosevelt Ave,Family Dollar
Hagerman,NM,33.11358,-104.335386,88232,602-B W. Argyle,Family Dollar
Hatch,NM,32.669439,-107.166219,87937,548 Nm Hwy 187,Family Dollar
Hernandez,NM,36.05164468,-106.11295124,87537,19408 Us Hwy 84-285,Family Dollar
Hobbs,NM,32.75417091,-103.14432673,88240-9429,4820 N Grimes Street,Family Dollar
Hobbs,NM,32.697271,-103.132222,88240-6615,410 E Marland St,Family Dollar
Hobbs,NM,32.724549,-103.125543,88240-2437,923 E Bender Blvd,Family Dollar
Jal,NM,32.119641,-103.190547,88252,301 E Kansas Ave.,Family Dollar
Kirtland,NM,36.743682,-108.36391,87417-9411,4161 Hwy 64,Family Dollar
Las Cruces,NM,32.4924001,-106.90686976,88007,507 Ft Selden Road,Family Dollar
Las Cruces,NM,32.32287933,-106.77370188,88001,1450 N Solano Drive,Family Dollar
Las Cruces,NM,32.333929,-106.782484,88001-1154,2511 N Main St,Family Dollar
Las Cruces,NM,32.311458,-106.797096,88005-2354,745 N Valley Dr,Family Dollar
Las Cruces,NM,32.39026,-106.812737,88007,645 Thorpe Rd East,Family Dollar
Las Cruces,NM,32.387526,-106.704703,88011-6021,5702 Bataan Memorial E,Family Dollar
Las Cruces,NM,32.295399,-106.759976,88001-5407,1690 S Solano Dr,Family Dollar
Las Cruces,NM,32.267119,-106.76048,88005,3975 S Main,Family Dollar
Las Vegas,NM,35.601183,-105.232756,87701-4125,208 Mills Ave,Family Dollar
Logan,NM,35.3623,-103.411,88426,401 S. Highway 54,Family Dollar
Lordsburg,NM,32.344354,-108.711552,88045,109 W Railway Blvd,Family Dollar
Los Lunas,NM,34.762776,-106.721021,87031-7528,3110 State Highway 47,Family Dollar
Los Lunas,NM,34.803763,-106.737299,87031-6699,411 Hwy 314 Sw,Family Dollar
Los Lunas (Meadow La,NM,34.80472,-106.549628,87031-8087,727 Meadow Lake Road,Family Dollar
Loving,NM,32.28522,-104.100485,88256,112 S. 8th Street,Family Dollar
Lovington,NM,32.960781,-103.349167,88260-2872,1313 N Main Avenue,Family Dollar
Lovington,NM,32.9434,-103.351872,88260-4636,211 W Ave D,Family Dollar
Magdalena,NM,34.11490988,-107.24769752,87825,907 W 1st St,Family Dollar
Milan,NM,35.17301,-107.892345,87021,805 W Hwy 66,Family Dollar
Mora,NM,35.977118,-105.343422,87732,511 State Highway 518,Family Dollar
Moriarty,NM,35.005556,-106.044735,87035,105 E Route 66,Family Dollar
Mountainair,NM,34.516569,-106.24662,87036,402 West Highway 60,Family Dollar
Pecos,NM,35.573165,-105.680366,87552,248 Nm Highway 50,Family Dollar
Penasco,NM,36.17198015,-105.68780497,87553,15052 Highway 75,Family Dollar
Peralta,NM,34.81947,-106.694494,87042,3550 Hwy 47,Family Dollar
Pojoaque,NM,35.89906841,-106.01989485,87501,18094 Us 84-285,Family Dollar
Portales,NM,34.17410957,-103.33425414,88130-7239,1601 S Avenue D,Family Dollar
Questa,NM,36.69515629,-105.60563782,87556,2339 Highway 522,Family Dollar
Ramah,NM,35.1337131,-108.50907549,87321,3279 State Highway 53,Family Dollar
Raton,NM,36.880344,-104.43828,87740-2234,1249 S 2nd St (U. S. Route 85),Family Dollar
Roswell,NM,33.39466479,-104.51051097,88201-7307,909 E 2nd Street,Family Dollar
Roswell,NM,33.381997,-104.524014,88203,1010 S Main,Family Dollar
Roswell,NM,33.429519,-104.521642,88201-6590,"2801 North Main Street, Suite",Family Dollar
Roswell,NM,33.39367,-104.556461,88203,2212 W 2nd St,Family Dollar
Ruidoso,NM,33.324402,-105.628162,88345-6025,132 Sudderth Dr #C,Family Dollar
Ruidoso,NM,33.347389,-105.676601,88345-6911,721 Mechem Dr,Family Dollar
Santa Fe,NM,35.635656,-106.049091,87507,6629 Airport Rd.,Family Dollar
Santa Rosa,NM,34.94389,-104.678069,88435-2712,1124 Will Rogers Dr,Family Dollar
Santa Teresa,NM,31.843655,-106.62332,88008,5101 Mcnutt Rd,Family Dollar
Silver City,NM,32.781012,-108.274774,88061-5532,1506 Silver Heights Blvd,Family Dollar
Socorro,NM,34.07074233,-106.89464399,87801-4267,1019 N California St,Family Dollar
Springer,NM,36.35840265,-104.59545585,87747,108 Maxwell Avenue,Family Dollar
Sunland Park,NM,31.795725,-106.568422,88063-9183,1673 Mcnutt Rd,Family Dollar
Taos,NM,36.392668,-105.582982,87571-5998,710 Paseo Del Pueblo Sur,Family Dollar
Tatum,NM,33.257644,-103.319182,88267,111 North Avenue A,Family Dollar
Thoreau,NM,35.403816,-108.219215,87323,#70 State Highway 371,Family Dollar
Tierra Amarilla,NM,36.71266423,-106.55911892,87575,7 County Road 326,Family Dollar
Truth Or Conseq,NM,33.130542,-107.249727,87901-2857,33 N Date St,Family Dollar
Tse Bonito,NM,35.65903679,-109.04295636,87301,1587 Highway 264,Family Dollar
Tucumcari,NM,35.171195,-103.726989,88401-3224,112 W Tucumcari Blvd,Family Dollar
Tularosa,NM,33.080222,-106.011583,88352-2015,509 Central Ave,Family Dollar
Vado,NM,32.118149,-106.666131,88072-7297,106 Vado Rd,Family Dollar
Vander Wagen,NM,35.23536553,-108.76538015,87326,1902 S Hwy 602,Family Dollar
Waterflow,NM,36.75221484,-108.52581625,87421,2 Road 6953,Family Dollar
Yah-Ta-Hey,NM,35.630123,-108.78475,87375,26 Highway 264,Family Dollar
Albany,NY,42.63700882,-73.75943071,12202-1912,418 S Pearl Street,Family Dollar
Albany,NY,42.669262,-73.778135,12206-2213,484 Central Ave,Family Dollar
Albany,NY,42.663734,-73.759418,12210-1523,201 Henry Johnson Blvd,Family Dollar
Albion,NY,43.24202,-78.194805,14411-1601,164 S Main St,Family Dollar
Alexandria Bay,NY,44.33312,-75.915535,13607-1820,88 Church St.,Family Dollar
Altona,NY,44.888992,-73.65058,12910,3076 Miner Farm Road,Family Dollar
Amenia,NY,41.85855922,-73.55088307,12501-5355,5094 Route 22,Family Dollar
Apalachin,NY,42.07281,-76.155716,13732-3501,6564 State Route 434,Family Dollar
Arcade,NY,42.530924,-78.457729,14009-1119,378 Main St,Family Dollar
Attica,NY,42.872349,-78.275122,14011-1128,152 Prospect St,Family Dollar
Auburn,NY,42.92286793,-76.58683582,13021-3150,315 West Genesee Street,Family Dollar
Au Sable Forks,NY,44.44196518,-73.67623611,12912,1 North Main Street,Family Dollar
Bainbridge,NY,42.295704,-75.47752,13733,44 N Main St,Family Dollar
Baldwinsville,NY,43.151306,-76.3496,13027,2264 Downer Street Road,Family Dollar
Barneveld,NY,43.260157,-75.184668,13304-2311,8190 State Route 12,Family Dollar
Batavia,NY,42.99627,-78.164453,14020-2741,577 E Main St,Family Dollar
Bath,NY,42.339483,-77.332219,14810-1024,328 W Washington St,Family Dollar
Bay Shore,NY,40.72518516,-73.2507539,11706-7910,1725 Union Blvd,Family Dollar
Beacon,NY,41.513292,-73.951064,12508-1247,451 Fishkill Ave  Ste C,Family Dollar
Bellport,NY,40.77429737,-72.94444609,11713-1907,1735 Montauk Highway,Family Dollar
Binghamton,NY,42.110957,-75.902534,13901-2236,412 Chenango Street,Family Dollar
Binghamton,NY,42.104766,-75.877756,13904-1650,457 Court St,Family Dollar
Binghamton,NY,42.08958541,-75.91422746,13903,1173 Vestal Ave,Family Dollar
Binghamton,NY,42.099618,-75.920215,13905-3004,56 Main St,Family Dollar
Boonville,NY,43.476038,-75.319853,13309,261 Utica Boulevard,Family Dollar
Brentwood,NY,40.781636,-73.247633,11717-4408,753 Suffolk Ave,Family Dollar
Brentwood,NY,40.77779253,-73.2589158,11717-4207,400 Suffolk Ave,Family Dollar
Bronx,NY,40.87205459,-73.87532356,10467,3150 Webster Avenue,Family Dollar
Bronx,NY,40.8108584,-73.90664499,10455-4911,475 Southern Boulevard,Family Dollar
Bronx,NY,40.84169304,-73.88302725,10460-4305,939 E Tremont Avenue,Family Dollar
Bronx,NY,40.81388557,-73.85887169,10473-3021,415 Soundview Avenue,Family Dollar
Bronx,NY,40.83115773,-73.85497378,10472-5238,2054 Cross Bronx Expy,Family Dollar
Bronx,NY,40.84793,-73.887935,10457-3627,2105 Clinton Ave,Family Dollar
Bronx,NY,40.859248,-73.903685,10468-7106,2301 Jerome Ave,Family Dollar
Bronx,NY,40.832656,-73.909705,10456-3373,1227 Webster Ave,Family Dollar
Bronx,NY,40.83182,-73.899632,10456-2552,1315 Boston Rd,Family Dollar
Bronx,NY,40.835308,-73.928372,10452-4601,1081 Ogden Ave,Family Dollar
Bronx,NY,40.884452,-73.879545,10467-1006,3560 Jerome Ave,Family Dollar
Bronx,NY,40.828762,-73.925134,10452-9411,910 River Ave,Family Dollar
Bronx,NY,40.867155,-73.884353,10458-3009,2863 Webster Ave,Family Dollar
Bronx,NY,40.820403,-73.909977,10456,780 St. Ann&#39;S Avenue,Family Dollar
Brooklyn,NY,40.68134,-73.871727,11208,3382 Atlantic Ave,Family Dollar
Brooklyn,NY,40.68037356,-73.90822565,11233,294-304 Macdougal Street,Family Dollar
Brooklyn,NY,40.68989419,-73.87194766,11208-1525,888 Jamaica Avenue,Family Dollar
Brooklyn,NY,40.658195,-73.90070927,11212-6917,130 New Lots Avenue,Family Dollar
Brooklyn,NY,40.6644758,-73.92172204,11212,741 Ralph Ave,Family Dollar
Brooklyn,NY,40.687336,-73.93918,11221,644 Gates Avenue,Family Dollar
Brooklyn,NY,40.690411,-73.92326,11221-3609,1317 Broadway,Family Dollar
Brooklyn,NY,40.692805,-73.940833,11221-1404,895 Dekalb Ave,Family Dollar
Brooklyn,NY,40.669586,-73.907141,11212-7737,384 Mother Gaston Blvd,Family Dollar
Brooklyn,NY,40.690856,-73.903976,11207-1317,903 Knickerbocker Ave,Family Dollar
Brooklyn,NY,40.681211,-73.957255,11238-2607,1090 Fulton St,Family Dollar
Brooklyn,NY,40.662876,-73.933571,11203-1309,887 E New York Ave,Family Dollar
Brooklyn,NY,40.659248,-73.908332,11212-5847,830 Rockaway Ave,Family Dollar
Brooklyn,NY,40.676614,-73.921004,11233-3163,2010 Atlantic Ave,Family Dollar
Brooklyn,NY,40.688679,-73.957427,11238-1401,308-A Franklin Ave,Family Dollar
Brooklyn,NY,40.677124,-73.934695,11213,1679-1683 Pacific St,Family Dollar
Brooklyn,NY,40.698798,-73.940611,11206-7301,861 Park Ave,Family Dollar
Brooklyn,NY,40.665378,-73.902135,11212-7301,455 Dumont Ave,Family Dollar
Brooklyn,NY,40.662626,-73.943061,11225-4516,548 Lefferts Ave,Family Dollar
Brooklyn,NY,40.693191,-73.927751,11221-3025,1165a Broadway,Family Dollar
Brooklyn,NY,40.696144,-73.952938,11205-2823,116 Nostrand Ave.,Family Dollar
Brooklyn,NY,40.651231,-73.936968,11203-3102,4312 Church Ave,Family Dollar
Brooklyn,NY,40.593248,-73.940862,11235-1908,3710 Nostrand Ave.,Family Dollar
Brooklyn,NY,40.681234,-73.879921,11208-1916,3118 Fulton St.,Family Dollar
Buffalo,NY,42.962504,-78.81349,14226-3204,3947 Bailey Ave,Family Dollar
Buffalo,NY,42.89302552,-78.84047929,14212-1240,928 Broadway St.,Family Dollar
Buffalo,NY,42.89998751,-78.85369875,14204,909 Jefferson Avenue,Family Dollar
Buffalo,NY,42.95938922,-78.89429364,14207-1755,127 Skillen Street,Family Dollar
Buffalo,NY,42.87809,-78.83651,14206,1031 Clinton Street,Family Dollar
Buffalo,NY,42.911945,-78.816086,14211,1756 Genesee Street,Family Dollar
Buffalo,NY,42.91037448,-78.85302927,14208-2102,1307 Jefferson Ave,Family Dollar
Buffalo,NY,42.94197215,-78.80190418,14215-1436,1459 Kensington Avenue,Family Dollar
Buffalo,NY,42.92749,-78.889992,14213-1145,492 Grant St,Family Dollar
Buffalo,NY,42.846508,-78.824075,14220-1828,1909 S Park Ave Ste 21,Family Dollar
Buffalo,NY,42.958142,-78.844339,14216-1526,710 Kenmore Ave,Family Dollar
Buffalo,NY,42.944363,-78.906448,14207-2063,2213 Niagara St,Family Dollar
Buffalo,NY,42.948333,-78.870777,14216-2615,1000 Hertel Ave,Family Dollar
Buffalo,NY,42.914736,-78.891287,14213-1816,265 W Ferry St,Family Dollar
Buffalo,NY,42.89867335,-78.809238,14212-2033,1770 Broadway St,Family Dollar
Buffalo,NY,42.903941,-78.834543,14211-2207,1185 Genesee St,Family Dollar
Buffalo,NY,42.92236678,-78.82968346,14215-3044,738 E Delavan Ave,Family Dollar
Buffalo,NY,42.871974,-78.863337,14204-2618,438 South Park Ave,Family Dollar
Buffalo,NY,42.92418964,-78.81332573,14215-3203,2565 Bailey Ave,Family Dollar
Buffalo,NY,42.880021,-78.802461,14206-2317,670 South Ogden St,Family Dollar
Buffalo,NY,42.897554,-78.876764,14201-2023,400 Virginia St,Family Dollar
Buffalo,NY,42.852086,-78.805419,14210-2438,2250 Senecca St,Family Dollar
Buffalo,NY,42.898134,-78.888732,14201,517 Niagara St.,Family Dollar
Buffalo,NY,42.911592,-78.86619,14209-1733,1384 Main St,Family Dollar
